tid,label,time,space
198605,2,150,130.1 29.9
198605,2,156,129.7 30.6
198605,2,162,129.1 31.4
198605,2,168,129.3 32.6
198605,2,174,129.6 34
198605,2,180,130.4 36
198605,2,186,131.6 38.3
198605,2,192,132.5 41
198605,2,198,133.7 43.5
198605,2,204,135.2 46.2
198605,2,210,138 49
198605,2,216,140.5 52
198605,2,222,146 56
199004,2,0,100.5 13.2
199004,2,6,99.2 13.9
199004,2,12,98.2 14.8
199004,2,18,97.4 15.7
199004,2,24,96.4 16.6
199004,2,30,95.2 17.4
199004,2,36,93.7 18.3
199004,2,42,92.4 19.1
199004,2,48,91.3 19.7
199004,2,54,90 20.2
199004,2,60,88.9 20.5
199004,2,66,87.7 20.6
199004,2,72,86.4 20.6
199004,2,78,85.3 20.7
199004,2,84,84.2 20.8
199004,2,90,83.2 20.9
199004,2,96,81.9 20.8
199004,2,102,80.6 20.7
199004,2,108,79.2 20.8
199004,2,114,77.8 21.1
199004,2,120,76.6 21.6
199004,2,126,75.1 22
199004,2,132,73 22.5
199009,2,0,156.6 7.2
199009,2,6,154.9 7.4
199009,2,12,153.3 8.4
199009,2,18,151.6 9.2
199009,2,24,150.1 9.7
199009,2,30,148.6 9.9
199009,2,36,147.3 10
199009,2,42,146.2 10.4
199009,2,48,145.3 11.3
199009,2,54,144.6 12.4
199009,2,60,144 13.5
199009,2,66,143.6 14.7
199009,2,72,143.2 15.9
199009,2,78,142.7 17.2
199009,2,84,142.4 18.5
199009,2,90,142.1 19.9
199009,2,96,141.8 21.1
199009,2,102,141.3 22.2
199009,2,108,140.7 23.2
199009,2,114,140 24.3
199009,2,120,139.3 25.6
199009,2,126,138.3 26.8
199009,2,132,137 27.9
199009,2,138,135.8 28.6
199009,2,144,134.9 29
199009,2,150,134.4 29.4
199009,2,156,133.9 29.8
199009,2,162,133.4 30.1
199009,2,168,133 30.6
199009,2,174,132.6 31.2
199009,2,180,132 31.9
199009,2,186,131.3 32.6
199009,2,192,130.5 33.1
199009,2,198,129.9 33.4
199009,2,204,129.6 33.6
199009,2,210,129.4 33.8
199009,2,216,129.3 34.1
199009,2,222,129.2 34.4
199009,2,228,129.2 34.9
199009,2,234,129.4 35.4
199009,2,240,129.9 35.8
199009,2,246,130.6 36.2
199009,2,252,131.3 36.6
199009,2,258,132.1 37.1
199009,2,264,132.6 37.8
199009,2,270,132.8 38.7
199009,2,276,132.5 39.6
199009,2,282,132 40.3
199009,2,288,131.5 40.5
199009,2,294,132.1 41.8
199009,2,300,133 43.5
199009,2,306,134.5 45
199009,2,312,136.5 46.5
199009,2,318,138.5 48.2
199009,2,324,140.5 50
199107,2,0,115.1 27.1
199107,2,6,114.8 27.1
199107,2,12,114.5 27.2
199107,2,18,114 27.3
199107,2,24,113.5 27.5
199107,2,30,112.9 28.1
199107,2,36,113.1 28.9
199107,2,42,113.6 29.8
199107,2,48,112.8 30.8
199107,2,54,111.9 31.6
199107,2,60,111.5 32.2
199107,2,66,111.5 32.3
199107,2,72,112.2 32.4
199107,2,78,113.2 31.8
199107,2,84,114.7 31.6
199107,2,90,116.8 31.5
199107,2,96,121 32.5
199203,2,0,121 33.8
199203,2,6,121.7 33.5
199203,2,12,122 33.7
199203,2,18,122.1 34
199203,2,24,121.9 34.3
199203,2,30,122.2 34.2
199203,2,36,122.6 34.4
199203,2,42,122.9 34.7
199203,2,48,123.2 35.2
199203,2,54,123.4 35.6
199203,2,60,123.8 36.1
199203,2,66,124 36.5
199203,2,72,124.5 36.8
199203,2,78,125.4 37
199203,2,84,126.2 37.2
199203,2,90,127 37.3
199203,2,96,127.7 37.5
199203,2,102,128.5 37.7
199203,2,108,128.8 37.7
199203,2,114,129 37.8
199203,2,120,129.1 37.8
199203,2,126,129.3 37.7
199203,2,132,129.3 37.6
199203,2,138,129.2 37.6
199203,2,144,129 37.5
199203,2,150,128.9 37.5
199203,2,156,128.8 37.5
199203,2,162,128.6 37.4
199203,2,168,128.5 37.2
199203,2,174,128.2 36.8
199203,2,180,128.2 36.3
199203,2,186,128.2 35.7
199203,2,192,128.2 35.1
199203,2,198,128.3 34.6
199203,2,204,128.7 34.1
199203,2,210,129.2 33.8
199203,2,216,130.1 33.3
199203,2,222,131.6 33.2
199203,2,228,133.1 33.1
199203,2,234,134.6 33
199203,2,240,136 33
199203,2,246,137 33.1
199203,2,252,138 33.4
199203,2,258,139 33.9
199203,2,264,140.2 34.5
199203,2,270,141.5 35
199203,2,276,142.4 35.2
199203,2,282,143.4 35.5
199203,2,288,145.2 36.1
199203,2,294,147.9 36.6
199203,2,300,150.6 37.3
199203,2,306,153.6 38.4
199203,2,312,155.8 39
199203,2,318,157.2 39
199203,2,324,158.4 39
199203,2,330,158.8 38.5
199203,2,336,158.5 38.2
199203,2,342,158.2 38.1
199203,2,348,157.8 37.9
199203,2,354,157.3 37.8
199203,2,360,156 38
199307,2,0,99.3 10.6
199307,2,6,98.7 10.7
199307,2,12,97.8 11
199307,2,18,97 11.3
199307,2,24,96.2 11.8
199307,2,30,95.7 12.1
199307,2,36,95.1 12.5
199307,2,42,94.6 12.9
199307,2,48,94.2 13.3
199307,2,54,93.7 13.8
199307,2,60,93.2 14.5
199307,2,66,92.7 15.4
199307,2,72,92.2 16.3
199307,2,78,91.9 17.3
199307,2,84,91.4 18.2
199307,2,90,90.7 18.7
199307,2,96,89.5 19.2
199307,2,102,88.4 19.6
199307,2,108,87.5 20
199307,2,114,86.8 20.5
199307,2,120,86.1 20.7
199307,2,126,85.8 20.9
199307,2,132,85 21.1
199307,2,138,84.1 21.2
199307,2,144,83 21.3
199307,2,150,81.7 21.1
199307,2,156,79.8 20.9
199307,2,162,77.5 20.8
199307,2,168,75.3 20.8
199508,2,0,147 13.2
199508,2,6,145.7 13.7
199508,2,12,144.8 14.2
199508,2,18,143.8 14.6
199508,2,24,142.7 14.8
199508,2,30,141.7 14.9
199508,2,36,140.8 15
199508,2,42,139.7 15.1
199508,2,48,139 15.2
199508,2,54,138.1 15.3
199508,2,60,137.4 15.4
199508,2,66,136.8 15.7
199508,2,72,136.2 16.1
199508,2,78,135.6 16.7
199508,2,84,134.9 17.6
199508,2,90,134.1 18.5
199508,2,96,133.4 19.4
199508,2,102,132.8 20
199508,2,108,132.4 20.6
199508,2,114,132 21.4
199508,2,120,131.8 22.2
199508,2,126,132 22.9
199508,2,132,131.8 24.1
199508,2,138,131.6 25.4
199508,2,144,131.4 26.4
199508,2,150,131.2 27.1
199508,2,156,130.9 27.7
199508,2,162,130.7 28.4
199508,2,168,130.6 29
199508,2,174,130.6 29.5
199508,2,180,130.8 30
199508,2,186,131.1 30.6
199508,2,192,131.7 31.3
199508,2,198,132.9 32.8
199508,2,204,134.3 34
199508,2,210,136 35.2
199508,2,216,138.1 36
199508,2,222,140 37.1
199508,2,228,141 38.3
199508,2,234,141.8 39.1
199508,2,240,143 40
199804,2,0,145.7 13.4
199804,2,6,143.9 13.8
199804,2,12,142.1 14.2
199804,2,18,140.2 14.8
199804,2,24,138.4 15.3
199804,2,30,136.7 16.2
199804,2,36,134.7 16.9
199804,2,42,132.7 17.6
199804,2,48,130.9 18.4
199804,2,54,128.9 19.1
199804,2,60,127.2 19.7
199804,2,66,125.1 20.1
199804,2,72,123.3 20.6
199804,2,78,121.5 21.2
199804,2,84,119.9 21.8
199804,2,90,118.3 22.4
199804,2,96,116.8 22.7
199804,2,102,115.6 23
199804,2,108,114.3 23.4
199804,2,114,113.1 23.9
199804,2,120,111.8 24.3
199804,2,126,110.6 24.8
199804,2,132,109.5 25.4
199804,2,138,108.6 25.9
199804,2,144,107.8 26.4
199804,2,150,106.9 26.9
199804,2,156,106.1 27.5
199804,2,162,105.9 27.9
199804,2,168,105.7 28.4
199804,2,174,105.9 29.2
199804,2,180,106.3 30
199804,2,186,106.7 30.9
199804,2,192,107.3 31.7
199804,2,198,108 32.2
199804,2,204,109.3 32.9
199804,2,210,110.9 33.7
199804,2,216,112.4 34.6
199804,2,222,114.6 36
199804,2,228,116.9 37.9
199804,2,234,119.9 39.9
199804,2,240,122.5 42.1
199804,2,246,125.2 43.4
199804,2,252,128.1 44.6
199804,2,258,131.5 44.8
199804,2,264,136 44.9
199804,2,270,139.5 45
199804,2,276,143 45.3
199804,2,282,147 45.9
199804,2,288,152 46.5
199804,2,294,155 47
199804,2,300,158 48
199804,2,306,161 50
199804,2,312,162 51.5
199804,2,318,162.9 52.8
199804,2,324,163.3 53.3
199804,2,330,163.8 53.8
199804,2,336,164 54.5
199804,2,342,165 55
199804,2,348,166 55.8
199804,2,354,166.9 56.4
199804,2,360,168 57
199805,2,0,86.5 21.6
199805,2,6,86.2 22.4
199805,2,12,86.3 23.2
199805,2,18,86.6 24.1
199805,2,24,86.9 25
199805,2,30,87.5 25.8
199805,2,36,88.5 26.8
199805,2,42,89.6 27.6
199805,2,48,91 28.2
199805,2,54,92.1 28.7
199805,2,60,93.2 29.4
199805,2,66,94.3 30.1
199805,2,72,96 31.3
199805,2,78,97.6 32.4
199805,2,84,99.5 33.2
199805,2,90,101 34.5
199805,2,96,102.8 35.9
199805,2,102,105 36.5
199805,2,108,109 38
199805,2,114,114.5 40
199805,2,120,119 42.5
199805,2,126,124 45
199805,2,132,126 47
199805,2,138,127 48
199805,2,144,128 49
199805,2,150,130 49.5
199805,2,156,132 50
199805,2,162,135 50.5
199805,2,168,139 51
199805,2,174,143 51
199805,2,180,148 51
199805,2,186,151.5 51.5
199805,2,192,155 52
199810,2,0,162.6 9.6
199810,2,6,161.8 10.5
199810,2,12,160.6 11
199810,2,18,159.3 11.5
199810,2,24,157.8 12.1
199810,2,30,156.2 12.7
199810,2,36,154.8 13.1
199810,2,42,153.3 13.6
199810,2,48,151.9 14.1
199810,2,54,150.5 14.5
199810,2,60,149.2 15
199810,2,66,147.9 15.4
199810,2,72,146.6 15.9
199810,2,78,145.6 16.4
199810,2,84,144.6 17
199810,2,90,143.7 17.5
199810,2,96,142.8 18
199810,2,102,142.1 18.6
199810,2,108,141.4 19.3
199810,2,114,140.6 20
199810,2,120,140 20.8
199810,2,126,139.4 21.6
199810,2,132,138.8 22.4
199810,2,138,138.4 23.4
199810,2,144,138 24.4
199810,2,150,138.2 25.6
199810,2,156,138.5 27.1
199810,2,162,138.8 28.8
199810,2,168,139.3 30.6
199810,2,174,140.4 32.3
199810,2,180,141.6 33.8
199810,2,186,142.8 35
199810,2,192,143.8 35.8
199810,2,198,144.7 36.2
199810,2,204,145.4 36.6
199810,2,210,146.6 36.9
199810,2,216,147.9 37.2
199810,2,222,149.3 37.6
199810,2,228,150.6 38
199810,2,234,152 38.2
199810,2,240,153.7 38.3
199810,2,246,155.5 38.5
199810,2,252,157.5 38.7
199810,2,258,159 38.8
199810,2,264,160.5 38.9
199810,2,270,161.8 39
199810,2,276,163.2 39
199810,2,282,164.5 39
199810,2,288,165.7 39
199810,2,294,167 39
199810,2,300,169 39
199810,2,306,171 39.1
199810,2,312,173 39.3
199810,2,318,175 39.5
199904,2,0,112.3 21.5
199904,2,6,111.1 22
199904,2,12,110 22.4
199904,2,18,109.1 22.7
199904,2,24,108.5 22.8
199904,2,30,108.1 23
199904,2,36,107.9 23.2
199904,2,42,107.7 23.4
199904,2,48,107.5 23.6
199904,2,54,106.9 23.8
199904,2,60,106.4 24.1
199904,2,66,106 24.4
199904,2,72,105.6 24.8
199904,2,78,105 25.2
199904,2,84,104.5 25.6
199904,2,90,104.1 25.9
199904,2,96,103.8 26.1
199904,2,102,103.3 26.5
199904,2,108,103 27.1
199904,2,114,102.7 27.7
199904,2,120,102.3 28.3
199904,2,126,102.1 29
199904,2,132,101.6 29.9
199904,2,138,101.6 30.8
199904,2,144,101.9 31.9
199904,2,150,102.4 32.8
199904,2,156,103.5 33.6
199904,2,162,105.2 34.3
199904,2,168,106.4 34.9
199904,2,174,107.1 35.1
199904,2,180,107.2 35.2
199904,2,186,106.7 35.1
199904,2,192,106.4 35.2
199904,2,198,106.6 35
199904,2,204,106.5 35.4
199904,2,210,106.2 35.5
199904,2,216,106.3 35.4
199904,2,222,106.4 35.2
199904,2,228,106.3 35.1
199904,2,234,106.1 34.8
199904,2,240,106 34.2
199904,2,246,105.9 33.6
199904,2,252,106.1 33.2
199904,2,258,106.2 33
199904,2,264,106 33.1
199904,2,270,105.5 33.3
199904,2,276,104.7 33.9
199904,2,282,104 34.5
199904,2,288,103.2 35
199904,2,294,102.3 35.5
199904,2,300,101.2 36.1
199904,2,306,100.6 36.2
199904,2,312,100.1 36.2
199904,2,318,99.9 36.4
199904,2,324,100.1 37
199904,2,330,100.5 37.7
199904,2,336,101.5 38.5
199904,2,342,103 40.8
199904,2,348,102.3 42.7
199904,2,354,102.3 43.5
199904,2,360,103.5 43.5
199904,2,366,104.2 44
199904,2,372,105.2 44.9
199904,2,378,104.4 45.5
199909,2,0,98 15.9
199909,2,6,97 16.4
199909,2,12,96.8 16.7
199909,2,18,96.7 17.3
199909,2,24,96.6 18.5
199909,2,30,96.4 19.8
199909,2,36,96.4 20.7
199909,2,42,96.4 21
199909,2,48,97.1 21.3
199909,2,54,97.6 22.4
199909,2,60,97.4 23.1
199909,2,66,97.8 23.8
199909,2,72,98.2 24.4
199909,2,78,98.7 25.1
199909,2,84,99.4 26.1
199909,2,90,99.8 27
199909,2,96,99.9 27.8
199909,2,102,100.1 28.6
199909,2,108,100.2 29.4
199909,2,114,100.2 30.2
199909,2,120,100.3 31.2
199909,2,126,101 32.2
199909,2,132,102.6 33.4
199909,2,138,104.8 34.8
199909,2,144,108.4 36.8
199909,2,150,112.6 39
199909,2,156,119 41.5
199909,2,162,128.5 44.9
199909,2,168,132 48
199909,2,174,135 51
200207,2,0,109 29
200207,2,6,108.9 30.2
200207,2,12,107.7 30.5
200207,2,18,107.4 31.2
200207,2,24,106.4 31.6
200207,2,30,105.5 31.9
200207,2,36,104.5 32.1
200207,2,42,104.5 33
200207,2,48,104.6 33.7
200207,2,54,104.6 35
200207,2,60,105.3 35.5
200207,2,66,107 36.8
200207,2,72,109.2 38
200207,2,78,113.2 40.3
200207,2,84,117.2 43.1
200207,2,90,120.4 46.5
200207,2,96,122.3 48.6
200207,2,102,124.5 50.1
200207,2,108,126 51
200207,2,114,127.5 52.5
200207,2,120,128.6 54.5
200207,2,126,130.5 56
200207,2,132,128.5 57
200207,2,138,127.5 58
200207,2,144,126.5 59.5
200207,2,150,126 61
200207,2,156,125.5 62.5
200404,2,0,158.2 12.3
200404,2,6,157 12.4
200404,2,12,155.8 12.6
200404,2,18,154.5 12.9
200404,2,24,153.2 13.2
200404,2,30,151.9 13.5
200404,2,36,150.7 13.8
200404,2,42,149.2 14.1
200404,2,48,147.9 14.7
200404,2,54,146.5 15.2
200404,2,60,145.2 16
200404,2,66,144 16.8
200404,2,72,142.8 17.7
200404,2,78,141.8 19
200404,2,84,141.1 20.3
200404,2,90,140.4 21.7
200404,2,96,140 23.3
200404,2,102,139.7 24.6
200404,2,108,139.4 25.9
200404,2,114,139.7 27.3
200404,2,120,140.2 28.1
200404,2,126,141.1 28.9
200404,2,132,142.2 29.3
200404,2,138,142.3 29.7
200404,2,144,142.3 29.9
200404,2,150,142.8 29.9
200404,2,156,143.2 29.8
200404,2,162,143 30.2
200404,2,168,142.8 30.5
200404,2,174,142.4 30.9
200404,2,180,142 30.9
200404,2,186,141.4 30.6
200404,2,192,141.1 30.7
200404,2,198,140.8 30.5
200404,2,204,140.2 30.3
200404,2,210,139.7 30.2
200404,2,216,139.2 30.3
200404,2,222,138.8 30.4
200404,2,228,138 30.8
200404,2,234,137.5 31.7
200404,2,240,136.7 32.3
200404,2,246,136.2 33.1
200404,2,252,135.8 33.9
200404,2,258,135.4 34.7
200404,2,264,135 35.5
200404,2,270,134.8 36.4
200509,2,0,146.5 12.9
200509,2,6,145.5 13.6
200509,2,12,144.5 14.6
200509,2,18,143.2 15.6
200509,2,24,141.6 16.6
200509,2,30,140.2 17.2
200509,2,36,139.5 17.7
200509,2,42,138.4 18.2
200509,2,48,137.2 18.8
200509,2,54,136.5 19.3
200509,2,60,135.8 19.7
200509,2,66,135 20.2
200509,2,72,134 20.8
200509,2,78,132.8 21.3
200509,2,84,131.7 21.8
200509,2,90,130.1 22.2
200509,2,96,129.1 22.4
200509,2,102,128 22.5
