Year,Month,Day,Hour,Id,Name,lat,lon,WindSpeed,Pressure,LatLon,tid,class,time
1944,8,2,0,3,NOT_NAMED,34.1,-78.2,60,985,34.1 -78.2,2002,L1,72
1944,8,2,6,3,NOT_NAMED,35.7,-78.2,45,0,35.7 -78.2,2002,L1,78
1944,8,2,12,3,NOT_NAMED,36.9,-78,35,0,36.9 -78,2002,L1,84
1944,8,2,18,3,NOT_NAMED,37.8,-77.4,35,0,37.8 -77.4,2002,L1,90
1944,8,3,0,3,NOT_NAMED,38.5,-76.2,35,0,38.5 -76.2,2002,L1,96
1944,8,3,6,3,NOT_NAMED,39.2,-74.5,35,0,39.2 -74.5,2002,L1,102
1944,8,3,12,3,NOT_NAMED,39.8,-72.8,35,0,39.8 -72.8,2002,L1,108
1944,8,3,18,3,NOT_NAMED,40.3,-71,35,0,40.3 -71,2002,L1,114
1944,8,4,0,3,NOT_NAMED,40.8,-69.4,30,0,40.8 -69.4,2002,L1,120
1944,8,4,6,3,NOT_NAMED,41.3,-67.9,30,0,41.3 -67.9,2002,L1,126
1944,8,16,18,4,NOT_NAMED,12.1,-59.5,50,0,12.1 -59.5,2003,L3,6
1944,8,17,0,4,NOT_NAMED,12.1,-60.5,60,0,12.1 -60.5,2003,L3,12
1944,8,17,6,4,NOT_NAMED,12.3,-61.5,65,0,12.3 -61.5,2003,L3,18
1944,8,17,12,4,NOT_NAMED,12.7,-62.5,70,0,12.7 -62.5,2003,L3,24
1944,8,17,18,4,NOT_NAMED,13.3,-63.5,75,0,13.3 -63.5,2003,L3,30
1944,8,18,0,4,NOT_NAMED,14,-64.5,80,0,14 -64.5,2003,L3,36
1944,8,18,6,4,NOT_NAMED,14.7,-65.5,85,0,14.7 -65.5,2003,L3,42
1944,8,18,12,4,NOT_NAMED,15.2,-66.6,90,973,15.2 -66.6,2003,L3,48
1944,8,18,18,4,NOT_NAMED,15.5,-67.8,90,0,15.5 -67.8,2003,L3,54
1944,8,19,0,4,NOT_NAMED,15.7,-69,90,0,15.7 -69,2003,L3,60
1944,8,19,6,4,NOT_NAMED,15.8,-70.1,95,0,15.8 -70.1,2003,L3,66
1944,8,19,12,4,NOT_NAMED,15.9,-71.2,100,0,15.9 -71.2,2003,L3,72
1944,8,19,18,4,NOT_NAMED,16.2,-72.2,105,0,16.2 -72.2,2003,L3,78
1944,8,20,0,4,NOT_NAMED,16.7,-73.2,105,0,16.7 -73.2,2003,L3,84
1944,8,20,6,4,NOT_NAMED,17.4,-74.2,105,0,17.4 -74.2,2003,L3,90
1944,8,20,12,4,NOT_NAMED,17.9,-75.3,105,0,17.9 -75.3,2003,L3,96
1944,8,20,18,4,NOT_NAMED,18.3,-76.6,90,0,18.3 -76.6,2003,L3,102
1944,8,21,0,4,NOT_NAMED,18.6,-78.2,75,0,18.6 -78.2,2003,L3,108
1944,8,21,6,4,NOT_NAMED,18.8,-79.7,75,0,18.8 -79.7,2003,L3,114
1944,8,21,12,4,NOT_NAMED,19,-81.1,75,0,19 -81.1,2003,L3,120
1944,8,21,18,4,NOT_NAMED,19.2,-82.7,75,0,19.2 -82.7,2003,L3,126
1944,8,22,0,4,NOT_NAMED,19.4,-84.3,80,0,19.4 -84.3,2003,L3,132
1944,8,22,6,4,NOT_NAMED,19.7,-86,80,0,19.7 -86,2003,L3,138
1944,8,22,12,4,NOT_NAMED,20,-87.7,80,0,20 -87.7,2003,L3,144
1944,8,22,18,4,NOT_NAMED,20.2,-89.3,65,0,20.2 -89.3,2003,L3,150
1944,8,23,0,4,NOT_NAMED,20.4,-90.7,55,0,20.4 -90.7,2003,L3,156
1944,8,23,6,4,NOT_NAMED,20.6,-92,50,0,20.6 -92,2003,L3,162
1944,8,23,12,4,NOT_NAMED,20.7,-93.3,45,0,20.7 -93.3,2003,L3,168
1944,8,23,18,4,NOT_NAMED,20.8,-94.6,45,0,20.8 -94.6,2003,L3,174
1944,8,24,0,4,NOT_NAMED,20.7,-95.8,40,0,20.7 -95.8,2003,L3,180
1944,8,24,6,4,NOT_NAMED,20.6,-97,35,0,20.6 -97,2003,L3,186
1944,8,24,12,4,NOT_NAMED,20.5,-98.2,25,0,20.5 -98.2,2003,L3,192
1944,8,18,12,5,NOT_NAMED,20.5,-85,25,0,20.5 -85,2004,TS,6
1944,8,18,18,5,NOT_NAMED,20.9,-85.6,25,0,20.9 -85.6,2004,TS,12
1944,8,19,0,5,NOT_NAMED,21.3,-86.2,30,0,21.3 -86.2,2004,TS,18
1944,8,19,6,5,NOT_NAMED,21.7,-86.8,30,0,21.7 -86.8,2004,TS,24
1944,8,19,12,5,NOT_NAMED,22,-87.5,30,0,22 -87.5,2004,TS,30
1944,8,19,18,5,NOT_NAMED,22.3,-88.3,35,0,22.3 -88.3,2004,TS,36
1944,8,20,0,5,NOT_NAMED,22.6,-89.2,35,0,22.6 -89.2,2004,TS,42
1944,8,20,6,5,NOT_NAMED,22.9,-90.1,40,0,22.9 -90.1,2004,TS,48
1944,8,20,12,5,NOT_NAMED,23,-91,40,0,23 -91,2004,TS,54
1944,8,20,18,5,NOT_NAMED,23,-91.9,45,0,23 -91.9,2004,TS,60
1944,8,21,0,5,NOT_NAMED,23.1,-92.8,50,0,23.1 -92.8,2004,TS,66
1944,8,21,6,5,NOT_NAMED,23.3,-93.7,50,0,23.3 -93.7,2004,TS,72
1944,8,21,12,5,NOT_NAMED,23.5,-94.5,50,0,23.5 -94.5,2004,TS,78
1944,8,21,18,5,NOT_NAMED,23.8,-95.2,50,0,23.8 -95.2,2004,TS,84
1944,8,22,0,5,NOT_NAMED,24,-95.8,50,0,24 -95.8,2004,TS,90
1944,8,22,6,5,NOT_NAMED,24.3,-96.4,50,0,24.3 -96.4,2004,TS,96
1944,8,22,12,5,NOT_NAMED,24.7,-97.1,45,0,24.7 -97.1,2004,TS,102
1944,8,22,18,5,NOT_NAMED,25,-97.8,45,0,25 -97.8,2004,TS,108
1944,8,23,0,5,NOT_NAMED,25.3,-98.7,35,0,25.3 -98.7,2004,TS,114
1944,8,23,6,5,NOT_NAMED,25.6,-99.8,25,0,25.6 -99.8,2004,TS,120
1944,9,9,0,6,NOT_NAMED,25,-95,25,0,25 -95,2005,TS,6
1944,9,9,6,6,NOT_NAMED,25.8,-94.8,30,0,25.8 -94.8,2005,TS,12
1944,9,9,12,6,NOT_NAMED,26.5,-94.5,35,0,26.5 -94.5,2005,TS,18
1944,9,9,18,6,NOT_NAMED,27,-94.1,40,0,27 -94.1,2005,TS,24
1944,9,10,0,6,NOT_NAMED,27.2,-93.5,45,0,27.2 -93.5,2005,TS,30
1944,9,10,6,6,NOT_NAMED,27.7,-92.6,45,0,27.7 -92.6,2005,TS,36
1944,9,10,12,6,NOT_NAMED,28.4,-91.5,50,0,28.4 -91.5,2005,TS,42
1944,9,10,18,6,NOT_NAMED,29.1,-89.6,55,992,29.1 -89.6,2005,TS,48
1944,9,10,19,6,NOT_NAMED,29.3,-89.4,55,992,29.3 -89.4,2005,TS,54
1944,9,10,23,6,NOT_NAMED,30.3,-88.3,50,0,30.3 -88.3,2005,TS,60
1944,9,11,0,6,NOT_NAMED,30.7,-88.1,40,0,30.7 -88.1,2005,TS,66
1944,9,11,6,6,NOT_NAMED,31.4,-87,30,0,31.4 -87,2005,TS,72
1944,9,11,12,6,NOT_NAMED,32,-86.8,25,0,32 -86.8,2005,TS,78
1944,9,9,6,7,NOT_NAMED,20.8,-58.5,45,0,20.8 -58.5,2006,L4,6
1944,9,9,12,7,NOT_NAMED,21.2,-59.7,50,0,21.2 -59.7,2006,L4,12
1944,9,9,18,7,NOT_NAMED,21.6,-61,55,0,21.6 -61,2006,L4,18
1944,9,10,0,7,NOT_NAMED,22,-62.3,60,0,22 -62.3,2006,L4,24
1944,9,10,6,7,NOT_NAMED,22.5,-63.6,65,0,22.5 -63.6,2006,L4,30
1944,9,10,12,7,NOT_NAMED,23,-65,70,0,23 -65,2006,L4,36
1944,9,10,18,7,NOT_NAMED,23.6,-66.3,75,0,23.6 -66.3,2006,L4,42
1944,9,11,0,7,NOT_NAMED,24.3,-67.4,80,0,24.3 -67.4,2006,L4,48
1944,9,11,6,7,NOT_NAMED,25,-68.1,85,0,25 -68.1,2006,L4,54
1944,9,11,12,7,NOT_NAMED,25.5,-68.7,90,0,25.5 -68.7,2006,L4,60
1944,9,11,18,7,NOT_NAMED,25.7,-69.2,95,0,25.7 -69.2,2006,L4,66
1944,9,12,0,7,NOT_NAMED,25.8,-69.9,105,0,25.8 -69.9,2006,L4,72
1944,9,12,6,7,NOT_NAMED,25.9,-70.6,110,0,25.9 -70.6,2006,L4,78
1944,9,12,12,7,NOT_NAMED,26.2,-71.5,115,943,26.2 -71.5,2006,L4,84
1944,9,12,18,7,NOT_NAMED,26.6,-72.8,120,0,26.6 -72.8,2006,L4,90
1944,9,13,0,7,NOT_NAMED,27,-74,120,0,27 -74,2006,L4,96
1944,9,13,6,7,NOT_NAMED,27.6,-74.7,120,0,27.6 -74.7,2006,L4,102
1944,9,13,12,7,NOT_NAMED,28.5,-75.1,125,0,28.5 -75.1,2006,L4,108
1944,9,13,18,7,NOT_NAMED,29.7,-75.5,125,0,29.7 -75.5,2006,L4,114
1944,9,14,0,7,NOT_NAMED,31.2,-75.7,120,0,31.2 -75.7,2006,L4,120
1944,9,14,6,7,NOT_NAMED,32.7,-75.7,110,0,32.7 -75.7,2006,L4,126
1944,9,14,12,7,NOT_NAMED,34.5,-75.4,105,942,34.5 -75.4,2006,L4,132
1944,9,14,18,7,NOT_NAMED,37.1,-74.7,100,0,37.1 -74.7,2006,L4,138
1944,9,15,0,7,NOT_NAMED,39.9,-73.2,90,954,39.9 -73.2,2006,L4,144
1944,9,15,2,7,NOT_NAMED,40.9,-72.2,90,954,40.9 -72.2,2006,L4,150
1944,9,15,4,7,NOT_NAMED,41.4,-71.6,85,957,41.4 -71.6,2006,L4,156
1944,9,15,6,7,NOT_NAMED,42,-71,65,966,42 -71,2006,L4,162
1944,9,15,12,7,NOT_NAMED,44.2,-68.5,55,982,44.2 -68.5,2006,L4,168
1944,9,15,18,7,NOT_NAMED,46,-63.7,50,0,46 -63.7,2006,L4,174
1944,9,16,0,7,NOT_NAMED,47.8,-58.2,45,0,47.8 -58.2,2006,L4,180
1944,9,16,6,7,NOT_NAMED,49.9,-52.6,40,0,49.9 -52.6,2006,L4,186
1944,9,16,12,7,NOT_NAMED,52,-47,35,0,52 -47,2006,L4,192
1944,9,19,6,8,NOT_NAMED,19.3,-83.6,40,0,19.3 -83.6,2007,L1,6
1944,9,19,12,8,NOT_NAMED,20,-84.2,50,0,20 -84.2,2007,L1,12
1944,9,19,18,8,NOT_NAMED,20.6,-84.9,60,0,20.6 -84.9,2007,L1,18
1944,9,20,0,8,NOT_NAMED,20.9,-85.6,70,0,20.9 -85.6,2007,L1,24
1944,9,20,6,8,NOT_NAMED,21,-86.3,70,0,21 -86.3,2007,L1,30
1944,9,20,12,8,NOT_NAMED,21.1,-87.2,60,0,21.1 -87.2,2007,L1,36
1944,9,20,18,8,NOT_NAMED,20.9,-88.3,55,0,20.9 -88.3,2007,L1,42
1944,9,21,0,8,NOT_NAMED,20.5,-89.5,50,0,20.5 -89.5,2007,L1,48
1944,9,21,6,8,NOT_NAMED,20,-90.7,65,0,20 -90.7,2007,L1,54
1944,9,21,12,8,NOT_NAMED,19.2,-92,70,0,19.2 -92,2007,L1,60
1944,9,21,18,8,NOT_NAMED,18.5,-93.2,70,0,18.5 -93.2,2007,L1,66
1944,9,22,0,8,NOT_NAMED,17.9,-94,60,0,17.9 -94,2007,L1,72
1944,9,22,6,8,NOT_NAMED,17.2,-94.2,45,0,17.2 -94.2,2007,L1,78
1944,9,22,12,8,NOT_NAMED,16.5,-94,30,0,16.5 -94,2007,L1,84
1944,9,21,12,9,NOT_NAMED,17.1,-41.5,35,0,17.1 -41.5,2008,L2,6
1944,9,21,18,9,NOT_NAMED,17.2,-43.5,35,0,17.2 -43.5,2008,L2,12
1944,9,22,0,9,NOT_NAMED,17.4,-45.6,35,0,17.4 -45.6,2008,L2,18
1944,9,22,6,9,NOT_NAMED,17.7,-47.7,35,0,17.7 -47.7,2008,L2,24
1944,9,22,12,9,NOT_NAMED,18.2,-49.7,40,0,18.2 -49.7,2008,L2,30
1944,9,22,18,9,NOT_NAMED,19,-51.4,40,0,19 -51.4,2008,L2,36
1944,9,23,0,9,NOT_NAMED,19.8,-52.7,45,0,19.8 -52.7,2008,L2,42
1944,9,23,6,9,NOT_NAMED,21.3,-54.1,45,0,21.3 -54.1,2008,L2,48
1944,9,23,12,9,NOT_NAMED,23,-55.1,50,0,23 -55.1,2008,L2,54
1944,9,23,18,9,NOT_NAMED,24.4,-55.7,55,0,24.4 -55.7,2008,L2,60
1944,9,24,0,9,NOT_NAMED,25.8,-55.9,55,0,25.8 -55.9,2008,L2,66
1944,9,24,6,9,NOT_NAMED,27.4,-55.9,60,0,27.4 -55.9,2008,L2,72
1944,9,24,12,9,NOT_NAMED,29.2,-55.8,65,0,29.2 -55.8,2008,L2,78
1944,9,24,18,9,NOT_NAMED,31.2,-55.5,70,0,31.2 -55.5,2008,L2,84
1944,9,25,0,9,NOT_NAMED,33.2,-55,75,0,33.2 -55,2008,L2,90
1944,9,25,6,9,NOT_NAMED,35.2,-54.1,80,0,35.2 -54.1,2008,L2,96
1944,9,25,12,9,NOT_NAMED,37,-53.5,85,0,37 -53.5,2008,L2,102
1944,9,25,18,9,NOT_NAMED,38.2,-53.3,80,0,38.2 -53.3,2008,L2,108
1944,9,26,0,9,NOT_NAMED,39.2,-53.3,75,0,39.2 -53.3,2008,L2,114
1944,9,26,6,9,NOT_NAMED,40.2,-53.2,70,0,40.2 -53.2,2008,L2,120
1944,9,26,12,9,NOT_NAMED,41.5,-53,60,0,41.5 -53,2008,L2,126
1944,9,26,18,9,NOT_NAMED,43.5,-52,55,0,43.5 -52,2008,L2,132
1944,9,27,0,9,NOT_NAMED,46.5,-50,55,0,46.5 -50,2008,L2,138
1944,9,27,6,9,NOT_NAMED,50,-47.2,50,0,50 -47.2,2008,L2,144
1944,9,27,12,9,NOT_NAMED,53,-43.9,50,0,53 -43.9,2008,L2,150
1944,9,27,18,9,NOT_NAMED,55.5,-40,45,0,55.5 -40,2008,L2,156
1944,9,28,0,9,NOT_NAMED,57.8,-34.7,45,0,57.8 -34.7,2008,L2,162
1944,9,28,6,9,NOT_NAMED,59.6,-28.5,40,0,59.6 -28.5,2008,L2,168
1944,9,28,12,9,NOT_NAMED,61.4,-22.4,40,0,61.4 -22.4,2008,L2,174
1944,9,30,0,10,NOT_NAMED,33.1,-44.1,35,0,33.1 -44.1,2009,TS,6
1944,9,30,6,10,NOT_NAMED,33.8,-44.3,35,0,33.8 -44.3,2009,TS,12
1944,9,30,12,10,NOT_NAMED,34.5,-44.5,40,0,34.5 -44.5,2009,TS,18
1944,9,30,18,10,NOT_NAMED,35.2,-44.7,40,0,35.2 -44.7,2009,TS,24
1944,10,1,0,10,NOT_NAMED,35.9,-44.8,45,0,35.9 -44.8,2009,TS,30
1944,10,1,6,10,NOT_NAMED,36.7,-44.9,45,0,36.7 -44.9,2009,TS,36
1944,10,1,12,10,NOT_NAMED,37.5,-45,45,0,37.5 -45,2009,TS,42
1944,10,1,18,10,NOT_NAMED,38.5,-44.9,45,0,38.5 -44.9,2009,TS,48
1944,10,2,0,10,NOT_NAMED,39.5,-44.5,40,0,39.5 -44.5,2009,TS,54
1944,10,2,6,10,NOT_NAMED,40.5,-43.5,35,0,40.5 -43.5,2009,TS,60
1944,10,2,12,10,NOT_NAMED,41.5,-41.5,30,0,41.5 -41.5,2009,TS,66
1944,10,2,18,10,NOT_NAMED,42.6,-39.3,30,0,42.6 -39.3,2009,TS,72
1944,10,3,0,10,NOT_NAMED,43.8,-37,30,0,43.8 -37,2009,TS,78
1944,9,30,6,11,NOT_NAMED,14.4,-59.3,35,0,14.4 -59.3,2010,TS,6
1944,9,30,12,11,NOT_NAMED,14.5,-59.5,40,0,14.5 -59.5,2010,TS,12
1944,9,30,18,11,NOT_NAMED,14.6,-59.7,40,0,14.6 -59.7,2010,TS,18
1944,10,1,0,11,NOT_NAMED,14.8,-59.9,40,0,14.8 -59.9,2010,TS,24
1944,10,1,6,11,NOT_NAMED,15,-60.2,40,0,15 -60.2,2010,TS,30
1944,10,1,12,11,NOT_NAMED,15.3,-60.7,40,0,15.3 -60.7,2010,TS,36
1944,10,1,18,11,NOT_NAMED,15.8,-61.1,40,0,15.8 -61.1,2010,TS,42
1944,10,2,0,11,NOT_NAMED,16.6,-61,40,0,16.6 -61,2010,TS,48
1944,10,2,6,11,NOT_NAMED,17.8,-60.5,40,0,17.8 -60.5,2010,TS,54
1944,10,2,12,11,NOT_NAMED,18.9,-59.7,40,0,18.9 -59.7,2010,TS,60
1944,10,2,18,11,NOT_NAMED,19.8,-59.2,35,0,19.8 -59.2,2010,TS,66
1944,10,3,0,11,NOT_NAMED,20.3,-59,35,0,20.3 -59,2010,TS,72
1944,10,3,6,11,NOT_NAMED,20.5,-59,30,0,20.5 -59,2010,TS,78
1944,10,11,0,12,NOT_NAMED,35.5,-40.4,35,0,35.5 -40.4,2011,L1,6
1944,10,11,6,12,NOT_NAMED,35.5,-40.2,35,0,35.5 -40.2,2011,L1,12
1944,10,11,12,12,NOT_NAMED,35.5,-40,40,0,35.5 -40,2011,L1,18
1944,10,11,18,12,NOT_NAMED,35.5,-39.8,45,0,35.5 -39.8,2011,L1,24
1944,10,12,0,12,NOT_NAMED,35.6,-39.6,50,0,35.6 -39.6,2011,L1,30
1944,10,12,6,12,NOT_NAMED,35.7,-39.3,60,0,35.7 -39.3,2011,L1,36
1944,10,12,12,12,NOT_NAMED,36,-39,70,0,36 -39,2011,L1,42
1944,10,12,18,12,NOT_NAMED,36.6,-38.6,70,0,36.6 -38.6,2011,L1,48
1944,10,13,0,12,NOT_NAMED,37.5,-38.1,70,0,37.5 -38.1,2011,L1,54
1944,10,13,6,12,NOT_NAMED,38.3,-37.4,60,0,38.3 -37.4,2011,L1,60
1944,10,13,12,12,NOT_NAMED,39,-36.5,50,0,39 -36.5,2011,L1,66
1944,10,13,18,12,NOT_NAMED,39.7,-35.3,50,0,39.7 -35.3,2011,L1,72
1944,10,14,0,12,NOT_NAMED,40.4,-33.5,45,0,40.4 -33.5,2011,L1,78
1944,10,14,6,12,NOT_NAMED,41,-29.5,45,0,41 -29.5,2011,L1,84
1944,10,14,12,12,NOT_NAMED,41.5,-25.5,45,0,41.5 -25.5,2011,L1,90
1944,10,14,18,12,NOT_NAMED,41.2,-23,45,0,41.2 -23,2011,L1,96
1944,10,15,0,12,NOT_NAMED,40.5,-21,45,0,40.5 -21,2011,L1,102
1944,10,15,6,12,NOT_NAMED,39.7,-19.5,50,0,39.7 -19.5,2011,L1,108
1944,10,15,12,12,NOT_NAMED,39,-18,55,0,39 -18,2011,L1,114
1944,10,15,18,12,NOT_NAMED,38.5,-16,55,0,38.5 -16,2011,L1,120
1944,10,12,12,13,NOT_NAMED,16,-80.5,30,0,16 -80.5,2012,L4,6
1944,10,12,18,13,NOT_NAMED,16.4,-80.6,35,0,16.4 -80.6,2012,L4,12
1944,10,13,0,13,NOT_NAMED,16.8,-80.7,40,0,16.8 -80.7,2012,L4,18
1944,10,13,6,13,NOT_NAMED,17.1,-80.8,50,0,17.1 -80.8,2012,L4,24
1944,10,13,12,13,NOT_NAMED,17.4,-80.9,60,0,17.4 -80.9,2012,L4,30
1944,10,13,18,13,NOT_NAMED,17.6,-80.9,70,0,17.6 -80.9,2012,L4,36
1944,10,14,0,13,NOT_NAMED,17.8,-80.8,80,976,17.8 -80.8,2012,L4,42
1944,10,14,6,13,NOT_NAMED,17.9,-80.7,80,0,17.9 -80.7,2012,L4,48
1944,10,14,12,13,NOT_NAMED,18,-80.6,80,0,18 -80.6,2012,L4,54
1944,10,14,18,13,NOT_NAMED,18.1,-80.6,80,0,18.1 -80.6,2012,L4,60
1944,10,15,0,13,NOT_NAMED,18.2,-80.5,80,0,18.2 -80.5,2012,L4,66
1944,10,15,6,13,NOT_NAMED,18.3,-80.5,80,0,18.3 -80.5,2012,L4,72
1944,10,15,12,13,NOT_NAMED,18.5,-80.8,85,0,18.5 -80.8,2012,L4,78
1944,10,15,18,13,NOT_NAMED,18.7,-81.3,85,0,18.7 -81.3,2012,L4,84
1944,10,16,0,13,NOT_NAMED,19,-81.7,90,0,19 -81.7,2012,L4,90
1944,10,16,6,13,NOT_NAMED,19.2,-82.1,90,0,19.2 -82.1,2012,L4,96
1944,10,16,12,13,NOT_NAMED,19.4,-82.4,90,0,19.4 -82.4,2012,L4,102
1944,10,16,18,13,NOT_NAMED,19.5,-82.7,90,0,19.5 -82.7,2012,L4,108
1944,10,17,0,13,NOT_NAMED,19.6,-82.9,90,0,19.6 -82.9,2012,L4,114
1944,10,17,6,13,NOT_NAMED,19.7,-82.9,95,0,19.7 -82.9,2012,L4,120
1944,10,17,12,13,NOT_NAMED,20,-82.9,95,0,20 -82.9,2012,L4,126
1944,10,17,18,13,NOT_NAMED,20.6,-82.9,105,0,20.6 -82.9,2012,L4,132
1944,10,18,0,13,NOT_NAMED,21.4,-82.9,115,0,21.4 -82.9,2012,L4,138
1944,10,18,6,13,NOT_NAMED,22.2,-82.9,125,0,22.2 -82.9,2012,L4,144
1944,10,18,12,13,NOT_NAMED,23.1,-83,115,937,23.1 -83,2012,L4,150
1944,10,18,18,13,NOT_NAMED,24,-82.9,105,949,24 -82.9,2012,L4,156
1944,10,18,21,13,NOT_NAMED,24.6,-82.9,105,949,24.6 -82.9,2012,L4,162
1944,10,19,0,13,NOT_NAMED,25.3,-82.7,100,0,25.3 -82.7,2012,L4,168
1944,10,19,6,13,NOT_NAMED,26.9,-82.6,90,962,26.9 -82.6,2012,L4,174
1944,10,19,7,13,NOT_NAMED,27.2,-82.5,90,962,27.2 -82.5,2012,L4,180
1944,10,19,12,13,NOT_NAMED,28.4,-82.1,75,968,28.4 -82.1,2012,L4,186
1944,10,19,18,13,NOT_NAMED,29.8,-81.7,60,976,29.8 -81.7,2012,L4,192
1944,10,20,0,13,NOT_NAMED,31.2,-81.4,55,980,31.2 -81.4,2012,L4,198
1944,10,20,6,13,NOT_NAMED,32.4,-81,50,985,32.4 -81,2012,L4,204
