tid,label,time,space
196105,45,252,108.2 39.2
196105,45,258,108.9 40.4
196105,45,264,109.3 40.9
196105,45,270,109.9 40.9
196105,45,276,110.9 40.9
196105,45,282,112.1 40.8
196105,45,288,113.4 40.4
196105,45,294,114.6 39.7
196105,45,300,115.2 38.8
196105,45,306,115.1 37.9
196105,45,312,114.7 37
196105,45,318,114.1 36.1
196105,45,324,113.4 35.6
196105,45,330,112.6 35.7
196105,45,336,111.6 36.1
196105,45,342,110.5 36.7
196105,45,348,109.8 37.4
196105,45,354,109.5 38.1
196105,45,360,109.5 38.9
196105,45,366,109.7 40
196105,45,372,109.9 42.2
196105,45,378,110.2 44.7
196105,45,384,110.8 46.6
196105,45,390,111.7 48.2
196105,45,396,113 50
196406,45,0,162 14
196406,45,6,160 13.6
196406,45,12,158 13.1
196406,45,18,156 12.8
196406,45,24,154 12.4
196406,45,30,152.5 12.1
196406,45,36,150.4 11.8
196406,45,42,148.3 11.7
196406,45,48,146.7 11.5
196406,45,54,145 11.4
196406,45,60,143 11.2
196406,45,66,141 11.1
196406,45,72,139 11
196406,45,78,137.5 11.1
196406,45,84,136 11.3
196406,45,90,134.5 11.5
196406,45,96,133 11.7
196406,45,102,131.3 12.7
196406,45,108,130.4 13.3
196406,45,114,128.8 14.2
196406,45,120,127 15.3
196406,45,126,125.1 16.5
196406,45,132,123.5 17.8
196406,45,138,122.7 18.2
196406,45,144,122 18.7
196406,45,150,121.1 19.6
196406,45,156,120.5 20.5
196406,45,162,120.1 21.1
196406,45,168,119.7 21.6
196406,45,174,119.2 22.2
196406,45,180,118.8 22.8
196406,45,186,118.4 23.4
196406,45,192,117.9 24
196406,45,198,117.1 24.8
196406,45,204,116.4 25.5
196406,45,210,115.6 26.1
196406,45,216,114.8 26.7
196406,45,222,113.9 27.1
196406,45,228,113 27.4
196406,45,234,112.1 27.8
196406,45,240,111 28
196406,45,246,109.8 28.1
196406,45,252,108.2 28.2
196406,45,258,107 28.5
196406,45,264,105.6 28.6
196406,45,270,104.1 28.6
196406,45,276,102.6 28.8
196406,45,282,101.7 29
196406,45,288,100.6 29.4
196406,45,294,100 29.7
196406,45,300,99.3 29.8
196406,45,306,98.6 29.9
196406,45,312,97.6 30
196406,45,318,96.9 30.1
196406,45,324,96.5 30.1
196406,45,330,96 30.2
196406,45,336,95.5 30.5
196406,45,342,95.1 31.1
196406,45,348,95 31.5
196406,45,354,95.2 31.6
196406,45,360,95.4 31.5
196406,45,366,96.7 31.9
196406,45,372,97.8 32.2
196406,45,378,99 32.9
196406,45,384,100.2 33.7
196406,45,390,102.1 34.4
196406,45,396,104.7 35.6
196406,45,402,106.7 36.9
196406,45,408,108.5 38
196406,45,414,111.9 40.6
196406,45,420,115.4 43
196406,45,426,118.3 44.6
196406,45,432,121 46
196406,45,438,124.4 47.6
196406,45,444,128 49
196409,45,0,135.7 14.7
196409,45,6,134 15.4
196409,45,12,132.6 16.1
196409,45,18,131 17
196409,45,24,129.4 17.9
196409,45,30,127.9 18.8
196409,45,36,126.5 19.6
196409,45,42,125.4 20.2
196409,45,48,124.6 20.8
196409,45,54,123.9 21.3
196409,45,60,122.8 21.8
196409,45,66,121.8 22.3
196409,45,72,120.9 22.7
196409,45,78,120 23.1
196409,45,84,119 23.4
196409,45,90,117.9 23.8
196409,45,96,116.9 24.2
196409,45,102,115.9 24.6
196409,45,108,114.9 25
196409,45,114,114.1 25.4
196409,45,120,113.5 25.8
196409,45,126,112.9 26.1
196409,45,132,112.3 26.4
196409,45,138,111.7 26.8
196409,45,144,111.2 27.1
196409,45,150,110.8 27.3
196409,45,156,110.4 27.6
196409,45,162,110.2 27.9
196409,45,168,110.2 28.4
196409,45,174,110.2 29
196409,45,180,110.3 29.4
196409,45,186,110.4 29.8
196409,45,192,110.4 30.4
196409,45,198,110.2 31.1
196409,45,204,109.6 32.2
196409,45,210,109 33.1
196409,45,216,108.6 33.5
196409,45,222,108.2 33.9
196409,45,228,107.9 34.3
196409,45,234,107.6 34.8
196409,45,240,107.6 35.5
196409,45,246,108.1 36.5
196409,45,252,109.3 37.7
196409,45,258,111 39.2
196409,45,264,113.1 40.9
196409,45,270,115.8 42.8
196409,45,276,119.7 44.7
196409,45,282,125.1 47.5
197806,45,0,120.3 26.2
197806,45,6,119.2 26.5
197806,45,12,118 27
197806,45,18,116.9 27.3
197806,45,24,115.8 27.6
197806,45,30,114.1 28.2
197806,45,36,112.4 28.8
197806,45,42,111.2 29.3
197806,45,48,110 29.6
197806,45,54,108.9 30.1
197806,45,60,108.2 30.7
197806,45,66,107.7 31.1
197806,45,72,107.3 31.2
197806,45,78,106.9 31.4
197806,45,84,106.7 31.6
197806,45,90,107 31.9
197806,45,96,107.2 32.3
197806,45,102,107.6 33
197806,45,108,108.3 33.8
197806,45,114,109.8 35
197806,45,120,111.7 36.2
197806,45,126,114 38
197806,45,132,117 40
197806,45,138,120.5 42.5
197806,45,144,125 45
197806,45,150,129.8 47.2
197806,45,156,135 49
198809,45,0,148.4 13.4
198809,45,6,147.3 13.3
198809,45,12,146.2 13.2
198809,45,18,145.2 13
198809,45,24,144.3 12.4
198809,45,30,143.3 12.2
198809,45,36,142.3 12
198809,45,42,141.2 12.1
198809,45,48,140.1 12.4
198809,45,54,139.4 12.7
198809,45,60,138.5 13
198809,45,66,137.7 13.2
198809,45,72,136.9 13.5
198809,45,78,136 13.9
198809,45,84,135.1 14.1
198809,45,90,134.5 14.7
198809,45,96,133.9 15.3
198809,45,102,133.1 15.9
198809,45,108,132.5 16.6
198809,45,114,132 17.4
198809,45,120,131.5 18.1
198809,45,126,131.1 18.7
198809,45,132,131 19.4
198809,45,138,130.9 20
198809,45,144,130.7 20.9
198809,45,150,130.5 22.2
198809,45,156,130.3 23.4
198809,45,162,130.1 24.5
198809,45,168,129.7 25.8
198809,45,174,128.9 27.1
198809,45,180,128.1 28.2
198809,45,186,128 29.8
198809,45,192,128.1 30.9
198809,45,198,128.5 31.9
198809,45,204,129 32.8
198809,45,210,129.7 33.5
198809,45,216,130.5 34.7
198809,45,222,131.5 36.1
198809,45,228,133.5 38
198809,45,234,135.6 40.2
198809,45,240,138 42.9
198809,45,246,141.2 46.2
198809,45,252,145.5 50.2
198809,45,258,150 55
198811,45,0,137.8 8.9
198811,45,6,136.4 9.5
198811,45,12,135 10.1
198811,45,18,133.6 10.7
198811,45,24,132.1 11.2
198811,45,30,131 11.5
198811,45,36,129.9 11.8
198811,45,42,128.7 12.1
198811,45,48,127.5 12.3
198811,45,54,126.2 12.4
198811,45,60,125.1 12.5
198811,45,66,124 12.6
198811,45,72,122.9 12.7
198811,45,78,121.7 12.6
198811,45,84,120.6 12.4
198811,45,90,120 12.2
198811,45,96,119.2 12
198811,45,102,118.5 12.1
198811,45,108,117.2 12.1
198811,45,114,116.2 12
198811,45,120,115.1 11.9
198811,45,126,113.9 12
198811,45,132,112.8 12
198811,45,138,111.8 11.9
198811,45,144,110.8 12
198811,45,150,109.8 12
198811,45,156,108.8 12
198811,45,162,107.9 11.9
198811,45,168,107 11.8
198811,45,174,106 11.8
198811,45,180,105 11.7
198811,45,186,104.2 11.5
198811,45,192,103.5 11.3
198811,45,198,102.8 11.2
198811,45,204,102.2 11.3
198811,45,210,101.7 11.4
198811,45,216,101.1 11.3
198811,45,222,100.7 11.3
198811,45,228,100.2 11.1
198811,45,234,100.5 11.1
198811,45,240,100.1 11.3
198811,45,246,99.7 11.5
198811,45,252,99.3 11.5
198811,45,258,98.8 11.6
198811,45,264,98.2 11.8
198811,45,270,97.5 11.9
198811,45,276,96.8 11.9
198811,45,282,96.1 11.9
198811,45,288,95 12
198811,45,294,94.1 12.1
198811,45,300,93.2 12.2
198907,45,0,159 11.6
198907,45,6,157 11.3
198907,45,12,155.2 11.3
198907,45,18,153.5 11.4
198907,45,24,151.7 11.5
198907,45,30,150 11.5
198907,45,36,148.3 11.5
198907,45,42,146.6 11.8
198907,45,48,144.9 12.3
198907,45,54,143.2 12.8
198907,45,60,141.4 13.4
198907,45,66,139.7 13.9
198907,45,72,138 14.4
198907,45,78,136.2 14.8
198907,45,84,134.5 15.2
198907,45,90,132.8 15.6
198907,45,96,131.2 16.1
198907,45,102,129.7 16.5
198907,45,108,128.5 17
198907,45,114,127.3 17.4
198907,45,120,126.2 18
198907,45,126,125.2 18.6
198907,45,132,124.3 19.3
198907,45,138,123.5 19.9
198907,45,144,122.8 20.6
198907,45,150,122.2 21.4
198907,45,156,121.7 22.2
198907,45,162,121.2 23.1
198907,45,168,120.7 24
198907,45,174,120.2 25.1
198907,45,180,120 26.4
198907,45,186,120 27.7
198907,45,192,120.1 29
198907,45,198,120.2 30.5
198907,45,204,120.4 32.1
198907,45,210,120.4 33.7
198907,45,216,120.4 35.1
198907,45,222,120.3 36.4
198907,45,228,120.2 37.2
198907,45,234,120.1 38
198907,45,240,120 38.5
198907,45,246,119.9 38.9
198907,45,252,119.7 39.1
198907,45,258,119.6 39.1
198907,45,264,119.4 39.1
198907,45,270,118.9 39.1
198907,45,276,118.4 39.1
198907,45,282,118 39
198907,45,288,118 39.4
198907,45,294,118.7 39.9
198907,45,300,119.4 40.2
198907,45,306,120.3 40.3
198907,45,312,121.3 40.5
198907,45,318,122.9 41
198907,45,324,124.7 41.8
198907,45,330,126.5 42.7
198907,45,336,128.5 43.8
199506,45,0,149.2 14.3
199506,45,6,147.5 14.7
199506,45,12,145.6 15
199506,45,18,143.6 15.5
199506,45,24,141.7 15.7
199506,45,30,139.8 16
199506,45,36,138.1 16.2
199506,45,42,136.3 16.6
199506,45,48,134.4 17
199506,45,54,132.6 17.5
199506,45,60,130.9 18
199506,45,66,129.2 18.4
199506,45,72,127.6 18.9
199506,45,78,126.1 19.6
199506,45,84,124.6 20.4
199506,45,90,123.5 21.3
199506,45,96,122.2 22.1
199506,45,102,121 22.9
199506,45,108,119.8 23.6
199506,45,114,119 24.3
199506,45,120,118.4 25.1
199506,45,126,118.1 25.9
199506,45,132,117.7 26.6
199506,45,138,117.7 27.4
199506,45,144,117.5 28.2
199506,45,150,117.1 29
199506,45,156,116.6 29.9
199506,45,162,115.9 30.7
199506,45,168,114.9 31.3
199506,45,174,113.8 31.9
199506,45,180,112.6 32.5
199506,45,186,111.2 33.1
199506,45,192,109.9 33.5
199506,45,198,108.7 34
199506,45,204,107.6 34.6
199506,45,210,107.3 34.8
199506,45,216,107.1 35.3
199506,45,222,107.1 35.6
199506,45,228,107.3 36.1
199506,45,234,107.8 36.5
199506,45,240,108.5 36.8
199506,45,246,109.3 37.1
199506,45,252,110.1 37.1
199506,45,258,111.1 36.9
199506,45,264,111.9 36.6
199506,45,270,112.2 36.1
199506,45,276,112.5 35.7
199506,45,282,112.6 35.4
199506,45,288,112.5 35.1
199506,45,294,112.1 35
199506,45,300,111.8 35.4
199506,45,306,111.7 35.9
199506,45,312,112.2 36.6
199506,45,318,113 37.7
199506,45,324,113.9 39
199506,45,330,116.7 40.6
199506,45,336,120.2 42.5
199506,45,342,124.2 44.5
199506,45,348,129.2 46.8
199506,45,354,134 49
199506,45,360,139.5 50.8
199506,45,366,144.5 53.5
199506,45,372,146 56
199506,45,378,149 58
199506,45,384,154 59.5
199506,45,390,160 60
199506,45,396,166 60
199506,45,402,172.5 60
199506,45,408,179 61.5
199515,45,0,92.7 19.1
199515,45,6,92.5 19.4
199515,45,12,92.1 19.4
199515,45,18,91.8 19.3
199515,45,24,91.6 19.3
199515,45,30,91.6 19.4
199515,45,36,91.6 19.5
199515,45,42,91.7 19.6
199515,45,48,91.8 19.8
199515,45,54,91.8 20.1
199515,45,60,91.7 20.6
199515,45,66,91.5 21.1
199515,45,72,90.9 21.4
199515,45,78,90.1 21.3
199515,45,84,89.3 21.1
199515,45,90,88.8 20.9
199515,45,96,88.4 20.8
199515,45,102,88.1 20.7
199515,45,108,87.9 20.8
199515,45,114,87.7 21
199515,45,120,87.7 21.2
199515,45,126,87.8 21.7
199515,45,132,88 22.2
199515,45,138,88.4 22.8
199515,45,144,89 23.5
199515,45,150,89.9 24.5
199515,45,156,90.6 25.9
199515,45,162,91.5 27.3
199515,45,168,92.3 29
199515,45,174,93.2 31
199515,45,180,93.8 33.2
199515,45,186,94.3 35.4
199515,45,192,96.5 38.5
199515,45,198,97.7 40.5
199515,45,204,99.5 42
199515,45,210,101.6 43.3
199515,45,216,103.5 44.5
199902,45,0,85.6 19.5
199902,45,6,85.5 19.5
199902,45,12,85.4 19.6
199902,45,18,85.4 19.7
199902,45,24,85.3 19.8
199902,45,30,85.3 19.8
199902,45,36,85.4 20
199902,45,42,85.5 20.4
199902,45,48,85.6 21.2
199902,45,54,85.5 21.9
199902,45,60,85.3 22.5
199902,45,66,85.1 23.1
199902,45,72,85 23.8
199902,45,78,84.9 24.7
199902,45,84,84.5 25.5
199902,45,90,83.9 26.2
199902,45,96,83.2 26.6
199902,45,102,82.6 26.9
199902,45,108,82.1 27
199902,45,114,81.7 27.3
199902,45,120,81.2 27.6
199902,45,126,80.5 28
199902,45,132,79.6 28
199902,45,138,78.7 27.8
199902,45,144,77.9 27.7
199902,45,150,77 27.6
199912,45,0,98.4 16.7
199912,45,6,98.9 16.5
199912,45,12,99.5 16.4
199912,45,18,100.1 16.4
199912,45,24,100.7 16.3
199912,45,30,101.4 16
199912,45,36,102.3 15.5
199912,45,42,103.6 15.1
199912,45,48,105.2 14.8
199912,45,54,106.6 15.1
199912,45,60,108 15.1
199912,45,66,109.5 15.1
199912,45,72,111 15.5
199912,45,78,112.4 15.9
199912,45,84,113.5 16.4
199912,45,90,114.5 16.8
199912,45,96,115.2 17.4
199912,45,102,115.8 17.6
199912,45,108,116.1 17.8
199912,45,114,116.4 17.9
199912,45,120,116.7 18
199912,45,126,116.9 18.1
199912,45,132,117.1 18
199912,45,138,117.2 17.9
199912,45,144,117.5 17.6
199912,45,150,118.2 17.3
199912,45,156,118.9 17
199912,45,162,119.6 16.5
199912,45,168,120.2 15.9
199912,45,174,121 16
199912,45,180,121.9 16.5
199912,45,186,122.9 17.2
199912,45,192,123.3 18
199912,45,198,123.9 18.4
199912,45,204,124.3 18.5
199912,45,210,124.7 18.5
199912,45,216,125.3 18.5
199912,45,222,126.2 18.5
199912,45,228,127.2 18.5
200011,45,0,97.1 16.1
200011,45,6,96.7 16.2
200011,45,12,96.4 16.6
200011,45,18,96 16.9
200011,45,24,95.2 17.4
200011,45,30,94.6 17.7
200011,45,36,94 17.9
200011,45,42,93.6 17.9
200011,45,48,93.3 17.9
200011,45,54,93.1 17.9
200011,45,60,92.8 17.9
200011,45,66,92.6 17.9
200011,45,72,92.3 17.9
200011,45,78,92.1 17.8
200011,45,84,92.2 17.6
200011,45,90,92.2 17.7
200011,45,96,92.1 17.7
200011,45,102,92 17.9
200011,45,108,91.6 18
200011,45,114,91.2 18.3
200011,45,120,90.5 18.6
200011,45,126,89.6 19
200011,45,132,88.6 19.5
200011,45,138,87.5 19.9
200011,45,144,86.5 20.3
200011,45,150,85.2 20.7
200011,45,156,83.9 21.2
200011,45,162,83 21.8
200011,45,168,82.1 22.6
200011,45,174,81 23.2
200011,45,180,80 23.5
200011,45,186,79 23.8
200113,45,0,96.4 13.3
200113,45,6,96.4 13.7
200113,45,12,95.9 13.7
200113,45,18,96.1 13.3
200113,45,24,96.5 13
200113,45,30,96.4 13.7
200113,45,36,96.6 14.3
200113,45,42,96.8 14.8
200113,45,48,96.9 15.3
200113,45,54,96.9 15.8
200113,45,60,96.6 16.5
200113,45,66,96.4 16.8
200113,45,72,96.2 17
200113,45,78,96.1 17.3
200113,45,84,96.1 17.5
200113,45,90,96 17.8
200113,45,96,96 18
200113,45,102,96 18.5
200113,45,108,95.7 18.8
200113,45,114,95.7 18.9
200113,45,120,95.9 19.3
200113,45,126,96.3 19.7
200113,45,132,96.7 20.1
200113,45,138,97.5 20.8
200113,45,144,98.2 21.5
200113,45,150,99.1 22.3
200113,45,156,100.3 23.1
200113,45,162,102 24.3
200113,45,168,103.6 25.4
200113,45,174,105.5 26.3
200113,45,180,107.4 26.9
200113,45,186,110.3 27.3
200113,45,192,113.5 28.7
200306,45,0,149.3 14.6
200306,45,6,147.7 14.7
200306,45,12,145.8 14.9
200306,45,18,143.8 15
200306,45,24,141.8 15.1
200306,45,30,139.9 15.2
200306,45,36,138.2 15.4
200306,45,42,136.9 15.5
200306,45,48,135.7 15.8
200306,45,54,134.4 16.3
200306,45,60,133.1 16.7
200306,45,66,132 17
200306,45,72,130.8 17.3
200306,45,78,129.7 17.6
200306,45,84,128.6 17.8
200306,45,90,127.5 18
200306,45,96,126.5 18.2
200306,45,102,125.7 18.3
200306,45,108,124.7 18.5
200306,45,114,123.7 18.7
200306,45,120,122.7 19
200306,45,126,121.7 19.3
200306,45,132,120.8 19.6
200306,45,138,120.1 20.1
200306,45,144,119.3 20.5
200306,45,150,118.7 20.9
200306,45,156,118.2 21.3
200306,45,162,117.7 21.9
200306,45,168,117.2 22.5
200306,45,174,117 23.2
200306,45,180,116.7 23.8
200306,45,186,116.2 24.8
200306,45,192,115.7 25.8
200306,45,198,115.4 27.1
200306,45,204,114.9 28.6
200306,45,210,114.7 30.1
200306,45,216,114.7 31.8
200306,45,222,115.3 33.4
200306,45,228,116 34.9
200306,45,234,117.6 36
200306,45,240,119.6 36.9
200306,45,246,121.8 37.9
200306,45,252,124.3 39.1
200306,45,258,126.6 40.6
200306,45,264,129.3 42.3
200306,45,270,132.1 44.3
200306,45,276,135.3 46.3
200306,45,282,139.2 48.7
200306,45,288,144 51.7
200306,45,294,148 54
200306,45,300,151 56
200306,45,306,153 58
200306,45,312,153 60
200406,45,0,144.8 11.1
200406,45,6,143.2 11.2
200406,45,12,141.7 11.3
200406,45,18,140.2 11.5
200406,45,24,138.5 11.9
200406,45,30,137.1 12.3
200406,45,36,135.5 12.8
200406,45,42,134.2 13.3
200406,45,48,133.2 13.7
200406,45,54,132.2 14.2
200406,45,60,131.5 14.7
200406,45,66,130.7 15.4
200406,45,72,130 15.9
200406,45,78,129.1 16.6
200406,45,84,128.4 17.2
200406,45,90,127.7 17.7
200406,45,96,127.1 18.1
200406,45,102,126.4 18.4
200406,45,108,125.6 18.6
200406,45,114,125 18.8
200406,45,120,124.2 18.9
200406,45,126,123.2 19
200406,45,132,121.9 19.2
200406,45,138,120.7 19.4
200406,45,144,119.3 19.6
200406,45,150,117.9 19.8
200406,45,156,116.5 20
200406,45,162,115 20.3
200406,45,168,113.6 20.6
200406,45,174,112.1 21
200406,45,180,110.9 21.4
200406,45,186,109.6 21.8
200406,45,192,108.6 22.2
200406,45,198,107.5 22.7
200406,45,204,106.5 23.2
200406,45,210,105.7 23.8
200406,45,216,105 24.2
200406,45,222,104.3 24.7
200406,45,228,103.7 25.3
200406,45,234,102.9 25.7
200406,45,240,102.5 26
200406,45,246,102.1 26.4
200406,45,252,101.5 26.8
200406,45,258,100.9 26.8
200406,45,264,100.6 27
200406,45,270,99.8 27.2
200406,45,276,99.3 27.4
200406,45,282,98.3 27.8
200406,45,288,97.7 28.1
200406,45,294,96.7 28.6
200406,45,300,96.3 29.2
200406,45,306,96 30.1
200406,45,312,95.4 31
200406,45,318,95 31.5
200406,45,324,94.8 32
200406,45,330,94.9 32.5
200406,45,336,95.3 33.4
200406,45,342,95.7 34.3
200406,45,348,96.8 36.1
200406,45,354,97.9 37.8
200406,45,360,98.7 38.7
200406,45,366,100 40.5
200406,45,372,102.3 42.8
200406,45,378,104.3 44.3
200406,45,384,106.7 45.3
200406,45,390,109.5 46.2
200406,45,396,112.7 46.6
200406,45,402,115.8 47.2
200411,45,0,150.8 11.2
200411,45,6,149.3 11.2
200411,45,12,147.9 11.2
200411,45,18,146.7 11.2
200411,45,24,145.6 11.6
200411,45,30,144.7 12.1
200411,45,36,144 13
200411,45,42,143 13.9
200411,45,48,142 14.5
200411,45,54,141.2 15
200411,45,60,140.3 15.6
200411,45,66,139.2 15.9
200411,45,72,138.4 16
200411,45,78,137.6 16.3
200411,45,84,136.6 16.7
200411,45,90,135.5 16.8
200411,45,96,134.8 17
200411,45,102,134 17.5
200411,45,108,133.5 18.1
200411,45,114,133 18.7
200411,45,120,132.7 19.6
200411,45,126,132.2 20.8
200411,45,132,131.7 22.3
200411,45,138,131.2 23.7
200411,45,144,130.6 24.9
200411,45,150,130.5 26.2
200411,45,156,131.3 27.5
200411,45,162,132.3 29
200411,45,168,133.7 30.7
200411,45,174,135.6 32.5
200411,45,180,137 34.5
200411,45,186,138.1 36.8
200411,45,192,138.8 39.5
200411,45,198,139.5 42.6
200411,45,204,139.5 45.5
200411,45,210,139.5 48.1
200411,45,216,141.1 50.4
200411,45,222,143.5 53
200411,45,228,148 56.1
200411,45,234,154 59.5
200411,45,240,163 62
200411,45,246,172 63.5
200411,45,252,178 64
200411,45,258,182.5 64
200411,45,264,187 64.5
200411,45,270,190.5 65
200411,45,276,192 65.3
200411,45,282,193.5 65.5
200504,45,0,119.2 12
200504,45,6,117.5 12.2
200504,45,12,115.8 12.5
200504,45,18,114.1 13
200504,45,24,112.7 13.6
200504,45,30,111.5 14.3
200504,45,36,110.3 14.7
200504,45,42,109.1 15.1
200504,45,48,108.1 15.6
200504,45,54,107 16.2
200504,45,60,105.9 16.7
200504,45,66,105.1 17.6
200504,45,72,103.9 18.5
200504,45,78,102.9 19.4
200504,45,84,101.6 20.3
200504,45,90,100.5 20.9
200504,45,96,99.4 22
200504,45,102,98.4 22.7
200504,45,108,97.5 23.4
200504,45,114,96.6 24.3
200504,45,120,95.8 25.2
200504,45,126,95 26.1
200504,45,132,94.2 27.2
200504,45,138,93.7 28.5
200504,45,144,93.1 29.9
200504,45,150,92.3 31.5
200504,45,156,91.5 32.6
200504,45,162,91.2 33.9
200504,45,168,90.9 35.3
200504,45,174,90.8 36.4
200504,45,180,91 37.1
200504,45,186,91.3 37.7
200504,45,192,91.7 38.1
200504,45,198,92.2 38.5
200504,45,204,92.8 38.9
200504,45,210,93.5 39.2
200504,45,216,94.2 39.2
200504,45,222,94.3 39.2
200504,45,228,94.4 39
200504,45,234,94.4 38.7
200504,45,240,94.4 38.4
200504,45,246,94.2 38.1
200504,45,252,93.8 37.9
200504,45,258,93.6 38.1
200504,45,264,93.4 38.4
200504,45,270,93.2 38.6
200504,45,276,93.5 39.4
200504,45,282,93.8 40.2
200504,45,288,94.8 40.8
200504,45,294,95.9 41.3
200504,45,300,96.8 42.2
200504,45,306,97.7 43.1
200504,45,312,98.6 43.9
200504,45,318,99.5 44.6
200504,45,324,100.2 45.8
200816,45,0,98.3 13.7
200816,45,6,98 14.2
200816,45,12,97.9 14.8
200816,45,18,98 15.4
200816,45,24,98.1 16.1
200816,45,30,98.2 16.8
200816,45,36,98.3 17.4
200816,45,42,98.4 18
200816,45,48,98.6 18.6
200816,45,54,99 19
200816,45,60,99.6 19.4
200816,45,66,100.4 19.8
200816,45,72,101.2 20.2
200816,45,78,102 20.7
200816,45,84,102.3 21
200816,45,90,102.2 21.3
200816,45,96,102.1 21.6
200816,45,102,102.1 21.8
200816,45,108,102.2 22.1
200816,45,114,102.3 22.4
200816,45,120,102.4 22.5
200816,45,126,102.5 22.4
200816,45,132,102.4 22.1
200816,45,138,102.1 21.8
200816,45,144,101.7 21.3
200816,45,150,101.2 20.9
200816,45,156,100.3 20.8
200816,45,162,99.3 21
200816,45,168,98.3 21.4
200816,45,174,97.2 22.1
200816,45,180,96.2 22.8
200816,45,186,95.3 23.8
200816,45,192,94.5 25
200816,45,198,94.1 26.8
200816,45,204,94.4 28.9
200816,45,204,94.4 28.9
195004,45,0,124.7 15.2
195004,45,6,123.5 15.7
195004,45,12,122.4 15.9
195004,45,18,121.3 16
195004,45,24,120.4 16.2
195004,45,30,119.7 16.4
195004,45,36,118.9 16.9
195004,45,42,118.2 17.5
195004,45,48,117.7 17.9
195004,45,54,117.2 18.4
195004,45,60,116.4 19.1
